,userId,movieId,rating,timestamp,Recommendation,Precision,Recall,Accuracy,Evaluation
4060,21495,2571,5.0,1058147567,"[2959, 4993, 7153, 1196, 5952, 260, 1198, 3578]",1.0,0.25,0.25,"[0, 2, 0, 0, 2, 0, 0, 0]"
4061,21499,1206,5.0,1468345681,"[924, 1258, 541, 1089, 1222, 750, 1208, 1214]",0.0,0.0,0.125,"[0, 0, 0, 1, 0, 0, 0, 0]"
4062,21501,1292,5.0,1078554144,"[1077, 5060, 1235, 1230, 1244, 1278, 1234, 1394]",1.0,0.625,0.625,"[2, 2, 2, 2, 2, 0, 0, 0]"
4063,21505,317,5.0,1454447281,"[500, 339, 595, 588, 153, 2, 432, 586]",,0.0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]"
4064,21506,318,5.0,1531745119,"[296, 593, 356, 527, 50, 2571, 110, 47]",1.0,0.375,0.375,"[2, 2, 0, 0, 0, 0, 0, 2]"
4065,21517,2366,5.0,1383515230,"[2648, 2664, 1340, 2644, 2529, 1387, 969, 1333]",,0.0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]"
4066,21519,1210,5.0,1177991437,"[1196, 260, 1198, 1291, 1270, 1240, 2571, 2628]",0.8,0.5714285714285714,0.625,"[2, 2, 0, 0, 2, 0, 2, 1]"
4067,21523,2947,5.0,1046676416,"[2949, 2948, 2993, 2991, 3635, 3639, 3984, 2989]",1.0,0.125,0.125,"[2, 0, 0, 0, 0, 0, 0, 0]"
4068,21525,5952,5.0,1557069279,"[4993, 7153, 2571, 6539, 4306, 3578, 2959, 33794]",1.0,0.125,0.125,"[0, 2, 0, 0, 0, 0, 0, 0]"
4069,21528,1198,5.0,1079623176,"[1291, 1196, 260, 1210, 1270, 2571, 1240, 1036]",1.0,1.0,1.0,"[2, 2, 2, 2, 2, 2, 2, 2]"
4070,21529,1717,5.0,1501350130,"[1407, 3273, 1644, 2338, 2279, 1347, 2107, 2003]",0.625,1.0,1.0,"[2, 1, 2, 1, 2, 2, 1, 2]"
4071,21531,590,5.0,834034979,"[150, 457, 592, 380, 349, 480, 110, 454]",0.5,0.3333333333333333,0.5,"[2, 0, 1, 2, 1, 0, 0, 0]"
4072,21544,368,5.0,835615837,"[377, 442, 380, 587, 500, 440, 474, 457]",0.8571428571428571,0.8571428571428571,0.875,"[2, 2, 2, 2, 2, 1, 0, 2]"
4073,21563,109487,5.0,1435688403,"[79132, 134130, 116797, 99114, 115713, 111759, 91529, 112852]",0.75,0.42857142857142855,0.5,"[0, 0, 0, 0, 2, 2, 1, 2]"
4074,21573,112183,5.0,1470852123,"[109374, 106920, 115569, 112552, 112556, 112290, 115713, 94959]",,0.0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]"
4075,21576,1049,5.0,862677365,"[1479, 1047, 733, 798, 832, 836, 1552, 1488]",0.5,0.14285714285714285,0.25,"[0, 0, 2, 0, 1, 0, 0, 0]"
4076,21584,44555,5.0,1444428905,"[6016, 55820, 4973, 31410, 56782, 7361, 48516, 48394]",1.0,0.125,0.125,"[0, 0, 0, 0, 0, 0, 2, 0]"
4077,21596,1196,5.0,1112145798,"[260, 1210, 1198, 1291, 2571, 1270, 1240, 1214]",0.8571428571428571,0.8571428571428571,0.875,"[2, 2, 2, 2, 2, 1, 2, 0]"
4078,21623,318,5.0,1240425900,"[296, 593, 356, 527, 50, 2571, 110, 47]",1.0,0.375,0.375,"[2, 0, 0, 2, 0, 2, 0, 0]"
4079,21629,2716,5.0,1242765578,"[1270, 2987, 1580, 1240, 1265, 1291, 2918, 1198]",0.8571428571428571,0.8571428571428571,0.875,"[2, 2, 2, 2, 1, 2, 0, 2]"
4080,21630,903,5.0,1171510935,"[904, 908, 1219, 923, 1252, 912, 913, 750]",0.5,0.3333333333333333,0.5,"[2, 1, 0, 1, 0, 0, 0, 2]"
4081,21646,68,5.0,855841531,"[85, 82, 728, 52, 58, 43, 639, 581]",0.3333333333333333,0.16666666666666666,0.375,"[1, 0, 0, 0, 2, 1, 0, 0]"
4082,21649,1090,5.0,853515799,"[1222, 1208, 1263, 1387, 2194, 1240, 1200, 1266]",1.0,0.125,0.125,"[0, 0, 0, 0, 0, 2, 0, 0]"
4083,21651,541,5.0,945111466,"[1214, 1200, 924, 1240, 1196, 260, 1198, 1206]",1.0,0.5,0.5,"[2, 2, 0, 0, 2, 2, 0, 0]"
4084,21653,527,5.0,843829791,"[318, 593, 356, 296, 50, 110, 2028, 858]",1.0,0.75,0.75,"[2, 2, 2, 2, 2, 2, 0, 0]"
4085,21660,2395,5.0,972506957,"[2599, 4979, 2997, 3481, 1732, 101, 1394, 1673]",1.0,0.25,0.25,"[2, 0, 2, 0, 0, 0, 0, 0]"
4086,21663,288,5.0,900736098,"[253, 592, 47, 296, 165, 380, 292, 153]",0.25,0.2,0.5,"[0, 0, 0, 0, 1, 2, 1, 1]"
4087,21665,1210,5.0,961459745,"[1196, 260, 1198, 1291, 1270, 1240, 2571, 2628]",1.0,0.375,0.375,"[2, 0, 0, 0, 0, 2, 2, 0]"
4088,21670,1292,5.0,1043679083,"[1077, 5060, 1235, 1230, 1244, 1278, 1234, 1394]",,0.0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]"
4089,21671,165,5.0,840192082,"[380, 592, 434, 377, 153, 457, 349, 292]",0.5,0.3333333333333333,0.5,"[0, 2, 0, 1, 0, 2, 0, 1]"
4090,21673,76251,5.0,1276907903,"[71535, 79702, 60684, 77561, 70286, 69122, 87232, 59315]",0.25,1.0,1.0,"[1, 1, 1, 1, 2, 2, 1, 1]"
4091,21675,1542,5.0,876156519,"[1643, 1641, 1188, 2390, 1885, 1094, 2108, 994]",1.0,0.125,0.125,"[0, 2, 0, 0, 0, 0, 0, 0]"
4092,21677,1036,5.0,1452758580,"[1240, 1291, 1198, 589, 1200, 1196, 1270, 1214]",0.0,0.0,0.375,"[0, 1, 1, 0, 0, 1, 0, 0]"
4093,21720,3634,5.0,976198800,"[7560, 3789, 4190, 3196, 3811, 3467, 2983, 2819]",1.0,0.125,0.125,"[0, 0, 0, 0, 0, 2, 0, 0]"
4094,21730,28,5.0,844685333,"[17, 838, 497, 515, 1296, 534, 412, 265]",1.0,0.5,0.5,"[2, 0, 2, 2, 0, 0, 0, 2]"
4095,21739,1772,5.0,1308193037,"[1220, 2717, 1918, 1552, 1377, 2002, 1722, 1562]",,0.0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]"
4096,21743,6365,5.0,1206573431,"[6934, 5378, 5349, 5445, 6333, 6539, 2571, 5952]",1.0,0.375,0.375,"[2, 0, 0, 0, 2, 0, 2, 0]"
4097,21745,2571,5.0,1560360996,"[2959, 4993, 7153, 1196, 5952, 260, 1198, 3578]",1.0,0.625,0.625,"[0, 2, 2, 2, 2, 2, 0, 0]"
4098,21746,2357,5.0,967341285,"[1041, 1719, 3083, 2333, 2575, 1172, 994, 1446]",0.6,0.5,0.625,"[2, 0, 1, 1, 0, 2, 0, 2]"
4099,21751,1197,5.0,1164000327,"[1198, 1196, 1136, 260, 1270, 1291, 1265, 2918]",0.8,0.5714285714285714,0.625,"[0, 2, 0, 0, 2, 1, 2, 2]"
4100,21752,593,5.0,1511033839,"[296, 318, 356, 47, 50, 527, 480, 457]",1.0,0.125,0.125,"[2, 0, 0, 0, 0, 0, 0, 0]"
4101,21768,597,5.0,847617983,"[587, 539, 500, 377, 357, 586, 356, 454]",1.0,0.75,0.75,"[2, 2, 2, 2, 0, 0, 2, 2]"
4102,21777,129354,5.0,1499736663,"[102903, 130634, 112171, 159093, 140110, 119145, 104211, 90405]",1.0,0.375,0.375,"[0, 0, 0, 2, 0, 2, 2, 0]"
4103,21784,281,5.0,834651433,"[371, 300, 515, 348, 477, 529, 144, 45]",0.8333333333333334,0.7142857142857143,0.75,"[1, 2, 2, 2, 2, 2, 0, 0]"
4104,21786,11,5.0,1068910440,"[440, 539, 339, 597, 587, 357, 454, 150]",1.0,0.375,0.375,"[2, 0, 0, 0, 0, 2, 0, 2]"
4105,21787,125,5.0,973211232,"[2289, 176, 45, 348, 1449, 1885, 562, 800]",1.0,0.375,0.375,"[0, 0, 0, 0, 2, 2, 2, 0]"
4106,21790,356,5.0,982636808,"[480, 318, 593, 296, 110, 589, 527, 150]",0.3333333333333333,0.16666666666666666,0.375,"[0, 2, 0, 1, 0, 0, 1, 0]"
4107,21796,1193,5.0,1456680051,"[858, 1221, 1213, 1208, 2858, 1206, 1258, 1089]",1.0,0.125,0.125,"[0, 0, 2, 0, 0, 0, 0, 0]"
4108,21799,2657,5.0,978497244,"[2174, 2746, 1380, 2716, 2987, 919, 2291, 1278]",0.5,0.14285714285714285,0.25,"[0, 0, 0, 0, 0, 0, 1, 2]"
4109,21800,7153,5.0,1506822731,"[5952, 4993, 2571, 6539, 58559, 33794, 2959, 6377]",0.5,0.6,0.75,"[2, 2, 1, 0, 1, 1, 2, 0]"
4110,21805,7153,5.0,1282300590,"[5952, 4993, 2571, 6539, 58559, 33794, 2959, 6377]",1.0,0.875,0.875,"[2, 2, 2, 2, 2, 2, 0, 2]"
4111,21810,1198,5.0,1572370491,"[1291, 1196, 260, 1210, 1270, 2571, 1240, 1036]",1.0,0.875,0.875,"[2, 2, 2, 2, 2, 2, 0, 2]"
4112,21813,595,5.0,848987562,"[588, 364, 592, 153, 150, 480, 590, 500]",0.6,0.5,0.625,"[2, 2, 1, 0, 0, 1, 2, 0]"
4113,21821,527,5.0,1461117543,"[318, 593, 356, 296, 50, 110, 2028, 858]",0.8571428571428571,0.8571428571428571,0.875,"[2, 2, 1, 2, 2, 0, 2, 2]"
4114,21831,106782,5.0,1430498030,"[99114, 109487, 112556, 79132, 74458, 91529, 134130, 116797]",1.0,0.625,0.625,"[2, 2, 2, 2, 0, 0, 0, 2]"
4115,21837,1234,5.0,1513351916,"[1304, 5060, 1276, 912, 1247, 1278, 1252, 908]",1.0,0.25,0.25,"[0, 0, 2, 2, 0, 0, 0, 0]"
4116,21841,84954,5.0,1350126677,"[85414, 84152, 96610, 90405, 101864, 87306, 103253, 91630]",1.0,0.375,0.375,"[2, 2, 0, 0, 0, 2, 0, 0]"
4117,21850,54286,5.0,1503207762,"[8665, 5418, 49272, 59315, 58559, 33794, 48516, 79132]",1.0,0.75,0.75,"[0, 2, 2, 0, 2, 2, 2, 2]"
4118,21856,1258,5.0,997045539,"[1206, 1222, 1219, 1214, 1089, 1208, 1387, 1193]",1.0,0.125,0.125,"[0, 0, 0, 2, 0, 0, 0, 0]"
4119,21859,780,5.0,1306068957,"[648, 736, 480, 733, 589, 1580, 260, 1]",1.0,0.125,0.125,"[0, 0, 0, 0, 0, 0, 0, 2]"
4120,21867,1198,5.0,1163116944,"[1291, 1196, 260, 1210, 1270, 2571, 1240, 1036]",0.8571428571428571,0.8571428571428571,0.875,"[2, 2, 2, 2, 2, 1, 2, 0]"
4121,21871,3484,5.0,978793729,"[3316, 3825, 3513, 3409, 3717, 3861, 3555, 3553]",0.25,0.2,0.5,"[0, 0, 0, 1, 1, 2, 1, 0]"
4122,21872,246,5.0,839677491,"[162, 300, 529, 348, 608, 36, 25, 235]",0.5,0.14285714285714285,0.25,"[0, 0, 0, 0, 0, 2, 0, 1]"
4123,21881,3418,5.0,1010618634,"[3448, 1641, 3408, 3471, 1307, 3176, 2291, 1094]",,0.0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]"
4124,21882,164179,5.0,1492172882,"[134130, 109487, 115713, 166528, 168252, 176371, 168250, 122922]",1.0,0.375,0.375,"[2, 2, 2, 0, 0, 0, 0, 0]"
4125,21886,132480,5.0,1557106298,"[152017, 92509, 100527, 140110, 132424, 115667, 70599, 113604]",1.0,0.125,0.125,"[0, 0, 0, 2, 0, 0, 0, 0]"
4126,21890,4003,5.0,981036537,"[3591, 4080, 4132, 4291, 4062, 4010, 4063, 3394]",0.0,0.0,0.125,"[0, 0, 0, 0, 0, 0, 1, 0]"
4127,21891,73344,5.0,1284331564,"[71033, 79720, 71108, 31364, 86781, 89759, 55118, 71464]",1.0,0.25,0.25,"[2, 0, 2, 0, 0, 0, 0, 0]"
4128,21895,73017,5.0,1487320816,"[91542, 59315, 77561, 72998, 89745, 79132, 87232, 91529]",1.0,0.375,0.375,"[0, 2, 0, 2, 2, 0, 0, 0]"
4129,21896,2541,5.0,977028821,"[2706, 2572, 2683, 2694, 2485, 2581, 2580, 1805]",1.0,0.25,0.25,"[2, 2, 0, 0, 0, 0, 0, 0]"
4130,21900,58559,5.0,1227575868,"[79132, 33794, 59315, 91529, 7153, 2959, 60069, 68157]",1.0,0.125,0.125,"[0, 0, 2, 0, 0, 0, 0, 0]"
4131,21903,1704,5.0,1462764663,"[2028, 2762, 2571, 1682, 318, 2858, 2959, 1961]",1.0,0.5,0.5,"[2, 0, 2, 0, 2, 0, 2, 0]"
4132,21906,322,5.0,1227237898,"[1060, 125, 176, 514, 45, 471, 373, 319]",,0.0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]"
4133,21907,48394,5.0,1202666564,"[48774, 4878, 7361, 44191, 55820, 46578, 32587, 60069]",1.0,0.375,0.375,"[2, 0, 0, 2, 0, 0, 2, 0]"
4134,21911,59369,5.0,1509669785,"[59315, 54286, 69122, 73017, 58559, 49272, 72998, 91529]",1.0,0.125,0.125,"[0, 2, 0, 0, 0, 0, 0, 0]"
4135,21915,97913,5.0,1449552049,"[108932, 79091, 81847, 115617, 95167, 106696, 103141, 76093]",0.75,0.42857142857142855,0.5,"[2, 2, 0, 2, 0, 0, 0, 1]"
4136,21922,924,5.0,1573505221,"[541, 1206, 1214, 750, 1208, 1200, 1240, 1199]",1.0,0.5,0.5,"[2, 2, 0, 2, 2, 0, 0, 0]"
4137,21923,5673,5.0,1542915701,"[5902, 4979, 3160, 4641, 6711, 6620, 5945, 30810]",0.8333333333333334,0.7142857142857143,0.75,"[2, 2, 2, 2, 2, 0, 1, 0]"
4138,21925,2966,5.0,948989830,"[2076, 3006, 2313, 3160, 4881, 2912, 3683, 3983]",,0.0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]"
4139,21933,27721,5.0,1185121640,"[36517, 6552, 8949, 8645, 8873, 6867, 8970, 4973]",1.0,0.125,0.125,"[0, 0, 0, 0, 0, 0, 0, 2]"
4140,21939,924,5.0,1521853057,"[541, 1206, 1214, 750, 1208, 1200, 1240, 1199]",1.0,0.25,0.25,"[0, 2, 0, 2, 0, 0, 0, 0]"
4141,21941,589,5.0,959117856,"[480, 1240, 377, 457, 110, 356, 380, 592]",0.5,0.14285714285714285,0.25,"[1, 0, 0, 0, 2, 0, 0, 0]"
4142,21952,1732,5.0,1164684545,"[1089, 2997, 2959, 4027, 1206, 296, 2858, 608]",1.0,0.375,0.375,"[0, 0, 2, 2, 2, 0, 0, 0]"
4143,21957,2858,5.0,1034562216,"[2959, 2762, 2571, 2997, 296, 4226, 2329, 593]",1.0,0.625,0.625,"[2, 0, 2, 2, 2, 2, 0, 0]"
4144,21964,110,5.0,833907507,"[356, 480, 589, 457, 318, 593, 296, 150]",1.0,0.625,0.625,"[0, 0, 0, 2, 2, 2, 2, 2]"
4145,21968,356,5.0,839913893,"[480, 318, 593, 296, 110, 589, 527, 150]",0.5,0.3333333333333333,0.5,"[1, 0, 2, 1, 2, 0, 0, 0]"
4146,21972,778,5.0,982685786,"[1089, 1206, 296, 608, 1732, 2959, 32, 2858]",1.0,0.125,0.125,"[0, 0, 0, 0, 0, 0, 0, 2]"
4147,21974,2401,5.0,975481464,"[2921, 3508, 2922, 2951, 1266, 3682, 2476, 3074]",1.0,0.5,0.5,"[2, 0, 2, 2, 2, 0, 0, 0]"
4148,21988,954,5.0,944928023,"[953, 905, 898, 955, 969, 908, 913, 1254]",1.0,0.125,0.125,"[0, 0, 2, 0, 0, 0, 0, 0]"
4149,21989,329,5.0,836949730,"[316, 153, 592, 349, 380, 292, 165, 161]",0.5,0.6,0.75,"[2, 1, 1, 0, 2, 2, 0, 1]"
4150,22022,1213,5.0,996033525,"[1221, 858, 1089, 296, 608, 50, 1208, 111]",0.5,0.14285714285714285,0.25,"[0, 0, 0, 2, 1, 0, 0, 0]"
4151,22024,247,5.0,1238564298,"[319, 235, 535, 162, 45, 509, 1094, 562]",,0.0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]"
4152,22029,50872,5.0,1421356646,"[60069, 68954, 8961, 6377, 4886, 78499, 59784, 76093]",1.0,0.75,0.75,"[2, 2, 2, 2, 2, 2, 0, 0]"
4153,22041,2571,5.0,945312946,"[2959, 4993, 7153, 1196, 5952, 260, 1198, 3578]",,0.0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]"
4154,22043,163,5.0,945068540,"[353, 70, 442, 555, 145, 165, 380, 377]",,0.0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]"
4155,22049,96821,5.0,1452310275,"[97921, 69757, 104374, 88163, 80549, 89864, 106920, 111921]",1.0,0.25,0.25,"[2, 2, 0, 0, 0, 0, 0, 0]"
4156,22053,7254,5.0,1543207335,"[8644, 6365, 44191, 6934, 6373, 5989, 56174, 6874]",0.75,0.42857142857142855,0.5,"[0, 0, 2, 0, 1, 2, 2, 0]"
4157,22060,4022,5.0,997745758,"[3578, 5989, 4963, 4995, 4306, 5349, 5445, 2762]",1.0,0.5,0.5,"[2, 0, 0, 2, 0, 2, 0, 2]"
4158,22076,1200,5.0,1127184200,"[1214, 1240, 1196, 541, 1036, 1198, 589, 1291]",0.6666666666666666,0.2857142857142857,0.375,"[2, 1, 0, 0, 0, 0, 2, 0]"
4159,22077,2918,5.0,974223499,"[1968, 2716, 1270, 2797, 1265, 1197, 2791, 2502]",1.0,0.25,0.25,"[0, 0, 0, 0, 0, 2, 2, 0]"
4160,22084,541,5.0,965496657,"[1214, 1200, 924, 1240, 1196, 260, 1198, 1206]",1.0,1.0,1.0,"[2, 2, 2, 2, 2, 2, 2, 2]"
4161,22092,318,5.0,993608301,"[296, 593, 356, 527, 50, 2571, 110, 47]",1.0,0.25,0.25,"[0, 0, 2, 0, 0, 0, 2, 0]"
4162,22097,51662,5.0,1177063547,"[44191, 33794, 59315, 49272, 58559, 32587, 56174, 72998]",0.5,0.3333333333333333,0.5,"[1, 1, 0, 2, 0, 2, 0, 0]"
4163,22100,4873,5.0,1351268832,"[27904, 8910, 4641, 1921, 5902, 4848, 5673, 4979]",0.5,0.14285714285714285,0.25,"[0, 0, 0, 0, 2, 0, 0, 1]"
4164,22109,743,5.0,1015873672,"[135, 637, 12, 786, 788, 784, 719, 736]",,0.0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]"
4165,22116,7361,5.0,1195064777,"[4226, 2959, 4878, 4973, 6874, 6711, 7438, 3949]",1.0,0.125,0.125,"[0, 2, 0, 0, 0, 0, 0, 0]"
4166,22117,59784,5.0,1365604173,"[50872, 76093, 87222, 60069, 79091, 68954, 59315, 72998]",1.0,0.5,0.5,"[0, 0, 2, 2, 0, 0, 2, 2]"
4167,22118,288,5.0,837497202,"[253, 592, 47, 296, 165, 380, 292, 153]",0.2,0.25,0.625,"[1, 1, 0, 2, 0, 0, 1, 1]"
4168,22121,135,5.0,868377388,"[637, 494, 3, 743, 719, 95, 786, 736]",0.5,0.14285714285714285,0.25,"[0, 0, 1, 0, 0, 0, 0, 2]"
4169,22127,223,5.0,1540491026,"[180, 1639, 296, 2502, 3052, 50, 1089, 2997]",0.5,0.14285714285714285,0.25,"[0, 0, 1, 2, 0, 0, 0, 0]"
4170,22131,356,5.0,1502833919,"[480, 318, 593, 296, 110, 589, 527, 150]",1.0,0.5,0.5,"[0, 2, 2, 2, 0, 0, 0, 2]"
4171,22140,110,5.0,833041991,"[356, 480, 589, 457, 318, 593, 296, 150]",0.6,0.5,0.625,"[0, 0, 0, 2, 2, 1, 2, 1]"
4172,22143,6870,5.0,1558370607,"[30707, 8798, 33166, 6711, 6953, 8949, 4226, 5464]",1.0,0.375,0.375,"[0, 0, 2, 2, 0, 0, 2, 0]"
4173,22147,778,5.0,860993848,"[1089, 1206, 296, 608, 1732, 2959, 32, 2858]",0.0,0.0,0.125,"[0, 0, 0, 0, 0, 0, 1, 0]"
4174,22148,111659,5.0,1562151616,"[106696, 108190, 116823, 95167, 118696, 106487, 103335, 112175]",1.0,0.25,0.25,"[2, 0, 0, 2, 0, 0, 0, 0]"
4175,22152,471,5.0,858553996,"[235, 300, 1394, 45, 440, 21, 223, 555]",1.0,0.125,0.125,"[2, 0, 0, 0, 0, 0, 0, 0]"
4176,22154,81845,5.0,1549587722,"[79132, 80463, 63082, 68954, 81591, 68157, 60069, 116797]",0.0,0.0,0.125,"[0, 0, 0, 1, 0, 0, 0, 0]"
4177,22155,6539,5.0,1334673771,"[5952, 7153, 6377, 4993, 4306, 5349, 4963, 4886]",1.0,0.125,0.125,"[0, 0, 0, 0, 0, 0, 2, 0]"
4178,22161,318,5.0,1310730980,"[296, 593, 356, 527, 50, 2571, 110, 47]",,0.0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]"
4179,22163,539,5.0,1509397773,"[597, 587, 500, 357, 339, 377, 440, 454]",1.0,0.375,0.375,"[2, 0, 0, 2, 2, 0, 0, 0]"
4180,22170,5,5.0,835979134,"[3, 62, 7, 736, 141, 788, 708, 95]",,0.0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]"
4181,22175,2467,5.0,1083262930,"[2194, 1079, 1275, 541, 1080, 1225, 1960, 1214]",0.75,1.0,1.0,"[2, 2, 1, 1, 2, 2, 2, 2]"
4182,22176,1200,5.0,939718934,"[1214, 1240, 1196, 541, 1036, 1198, 589, 1291]",1.0,0.5,0.5,"[0, 2, 2, 2, 2, 0, 0, 0]"
4183,22177,2997,5.0,974597719,"[2858, 1732, 2959, 1265, 2762, 4226, 3481, 1089]",1.0,0.125,0.125,"[0, 0, 0, 2, 0, 0, 0, 0]"
4184,22182,4306,5.0,1138720117,"[4886, 6377, 4993, 6539, 8360, 5952, 5349, 8961]",0.75,1.0,1.0,"[2, 2, 1, 2, 2, 1, 2, 2]"
4185,22184,306,5.0,1493339593,"[307, 308, 1176, 232, 509, 535, 154, 194]",0.6,0.5,0.625,"[2, 1, 2, 0, 1, 0, 2, 0]"
4186,22189,318,5.0,1191827767,"[296, 593, 356, 527, 50, 2571, 110, 47]",,0.0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]"
4187,22196,33437,5.0,1205344940,"[27801, 46322, 32029, 31878, 31420, 4887, 4387, 8985]",1.0,0.125,0.125,"[0, 0, 0, 0, 0, 0, 0, 2]"
4188,22197,742,5.0,1011670081,"[879, 2120, 2121, 842, 1342, 891, 2898, 1992]",1.0,0.125,0.125,"[0, 0, 0, 0, 2, 0, 0, 0]"
4189,22199,38061,5.0,1404396329,"[57669, 51255, 44665, 44195, 32587, 48774, 8874, 48516]",1.0,0.625,0.625,"[2, 0, 2, 0, 2, 0, 2, 2]"
4190,22206,1207,5.0,1486272646,"[953, 919, 912, 908, 1247, 904, 923, 1219]",,0.0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]"
4191,22208,150,5.0,839353871,"[457, 590, 380, 592, 480, 356, 110, 377]",0.8,0.5714285714285714,0.625,"[2, 0, 2, 1, 0, 2, 2, 0]"
4192,22213,160289,5.0,1494783356,"[159917, 131724, 101850, 167064, 127152, 164540, 97866, 90943]",,0.0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]"
4193,22215,223,5.0,1185071915,"[180, 1639, 296, 2502, 3052, 50, 1089, 2997]",0.5,0.3333333333333333,0.5,"[1, 2, 2, 0, 1, 0, 0, 0]"
4194,22223,10,5.0,837491320,"[380, 165, 592, 153, 377, 316, 349, 434]",0.0,0.0,0.25,"[0, 0, 1, 0, 1, 0, 0, 0]"
4195,22227,4226,5.0,1010729231,"[2959, 2571, 7361, 4993, 2858, 4878, 5952, 6874]",,0.0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]"
4196,22231,2028,5.0,1223257518,"[2571, 3578, 2762, 1198, 1196, 1704, 2858, 110]",1.0,0.25,0.25,"[0, 0, 0, 0, 0, 0, 2, 2]"
4197,22236,1252,5.0,975015765,"[904, 923, 903, 908, 913, 750, 1208, 1617]",,0.0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]"
4198,22239,1197,5.0,851354230,"[1198, 1196, 1136, 260, 1270, 1291, 1265, 2918]",0.8571428571428571,0.8571428571428571,0.875,"[2, 2, 2, 2, 2, 2, 1, 0]"
4199,22241,97752,5.0,1494223753,"[96610, 94864, 101864, 104841, 103253, 85414, 115713, 97938]",0.3333333333333333,0.16666666666666666,0.375,"[2, 0, 0, 1, 0, 1, 0, 0]"
4200,22246,7153,5.0,1325295427,"[5952, 4993, 2571, 6539, 58559, 33794, 2959, 6377]",1.0,0.375,0.375,"[2, 2, 2, 0, 0, 0, 0, 0]"
4201,22247,6461,5.0,1112467177,"[1266, 4855, 4327, 3681, 2951, 6356, 4329, 8228]",,0.0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]"
4202,22250,79132,5.0,1565974660,"[58559, 109487, 91529, 74458, 68157, 99114, 72998, 60069]",1.0,0.375,0.375,"[2, 2, 2, 0, 0, 0, 0, 0]"
4203,22258,170,5.0,945099517,"[172, 353, 338, 44, 442, 173, 316, 185]",,0.0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]"
4204,22260,481,5.0,1259587142,"[482, 521, 555, 288, 490, 198, 353, 540]",1.0,0.125,0.125,"[0, 0, 0, 0, 0, 2, 0, 0]"
4205,22264,1198,5.0,853358575,"[1291, 1196, 260, 1210, 1270, 2571, 1240, 1036]",1.0,0.625,0.625,"[2, 2, 2, 2, 0, 0, 0, 2]"
4206,22269,3535,5.0,1522624877,"[4878, 3949, 8950, 1258, 6502, 1732, 4226, 2959]",0.8,0.5714285714285714,0.625,"[1, 0, 2, 2, 0, 2, 0, 2]"
4207,22275,112940,5.0,1447533557,"[89753, 114060, 118898, 90439, 116161, 110882, 89804, 100383]",1.0,0.125,0.125,"[2, 0, 0, 0, 0, 0, 0, 0]"
4208,22280,908,5.0,1348160141,"[904, 903, 912, 923, 1252, 1219, 913, 750]",1.0,0.5,0.5,"[2, 2, 2, 0, 0, 2, 0, 0]"
4209,22283,4649,5.0,1455071973,"[8641, 5110, 36477, 6188, 4816, 56805, 5025, 5673]",1.0,0.25,0.25,"[0, 2, 0, 0, 2, 0, 0, 0]"
4210,22288,2571,5.0,1045157543,"[2959, 4993, 7153, 1196, 5952, 260, 1198, 3578]",1.0,0.375,0.375,"[0, 2, 0, 0, 2, 0, 0, 2]"
4211,22304,1625,5.0,1238155332,"[2762, 1645, 47, 1682, 2571, 1573, 4226, 1527]",1.0,0.5,0.5,"[2, 0, 2, 2, 0, 0, 2, 0]"
4212,22305,6016,5.0,1543755915,"[2959, 4226, 7361, 2329, 3949, 4973, 48516, 6874]",0.0,0.0,0.625,"[1, 1, 1, 1, 1, 0, 0, 0]"
4213,22306,1246,5.0,940701713,"[1704, 1961, 1097, 1682, 1270, 1265, 1259, 1307]",0.8333333333333334,0.7142857142857143,0.75,"[0, 2, 2, 0, 2, 2, 1, 2]"
4214,22308,2139,5.0,974700055,"[2141, 2140, 2137, 2090, 2161, 3034, 1025, 1967]",0.75,0.42857142857142855,0.5,"[2, 1, 0, 0, 2, 0, 0, 2]"
4215,22311,3578,5.0,990825988,"[2571, 4993, 5952, 7153, 2028, 2959, 3793, 2762]",0.875,1.0,1.0,"[2, 2, 2, 2, 2, 2, 1, 2]"
4216,22313,3481,5.0,1011306052,"[3897, 2997, 4027, 4979, 4034, 3996, 2858, 6711]",0.8,0.5714285714285714,0.625,"[0, 2, 0, 1, 2, 2, 2, 0]"
